thread,neg,seg,comb,speaker,text
257,K1,n,n-K1,g,so you've got the monument 
257,o,s,s-o,f,yeah i'm going 
258,A2,n,n-A2,g,just go st-- down straight line down underneath the monument 
258,A1,s,s-A1,f,right and 
259,A2,n,n-A2,g,and then up t-- curve up 
259,o,s,s-o,f,come back up again 
259,A1,s,s-A1,f,mmhmm 
260,A2,n,n-A2,g,eh go left for a couple of for about an inch or something 
260,o,s,s-o,g,okay 
261,K2,n,n-K2,f,how far do i go up here 
262,K2,n,n-K2,f,so i i g-- i i go left beneath the nuclear test site 
262,K1,s,s-K1,g,uh-huh 
263,A2,n,n-A2,g,you want to stay on the left-hand side uh-huh 
263,o,s,s-o,f,sorry 
263,A2,s,s-A2,g,you want to stay on the left-hand side 
263,o,s,s-o,g,right 
264,A2,n,n-A2,g,you go round the monument 
264,A1,s,s-A1,f,right 
265,o,n,n-o,f,and go left 
265,A2,s,s-A2,g,and s-- go left 
266,K1,n,n-K1,f,i've i've gone an inch or so up from the monument 
267,A2,n,n-A2,g,go left 
267,A1,s,s-A1,f,right 
268,A2,n,n-A2,g,and then go straight up towards the east lake 
269,K2,n,n-K2,f,so i go left along the left-hand side of the golf course 
269,K1,s,s-K1,g,uh-huh 
270,K2,n,n-K2,f,what bit of east lake do i go up to 
270,K1,s,s-K1,g,just go straight up to east lake when you've curved round the monument and where the golf course'll be sort curve 
270,o,s,s-o,f,i can imagine 
271,o,n,n-o,f,see where the see where the 
270,o,o,o-o,g,nuclear test site is 
271,K2,n,n-K2,f,the the left-hand side of the east lake at the bottom right 
272,K1,n,n-K1,f,if you draw a straight line down there that's the edge of the golf course so i can't go any i can't you know 
273,A2,n,n-A2,g,to the left-hand side of east lake like the very far end of east lake 
273,ch,s,s-ch,f,i can't 
273,o,s,s-o,f,yeah 
274,K1,n,n-K1,f,at the bottom 
275,K1,n,n-K1,f,i can't go any further left sorry further right than that because i've been i c-- i'd need to go through the golf course so i've actually you know that's where i am now more been-- beneath that point because that's the like the 
276,K1,n,n-K1,g,but that's where you're meant to end up underneath east lake 
277,K2,n,n-K2,f,at at the left-hand side 
277,K1,s,s-K1,g,uh-huh 
278,K2,n,n-K2,f,at the bottom 
278,K1,s,s-K1,g,uh-huh 
279,o,n,n-o,f,so i just go from there now 
279,ch,s,s-ch,g,no 
280,K1,n,n-K1,g,that's the finish 
280,o,s,s-o,f,yeah i 
281,K2,n,n-K2,g,do you know where the farmed land is 
281,K1,s,s-K1,f,yeah the farmed land's between east and west lake 
281,o,s,s-o,g,yeah 
282,A2,n,n-A2,g,you go well your finish point's just beside east lake 
282,A1,s,s-A1,f,mmhmm right okay 
283,K2,n,n-K2,g,so if you went have you went round curved round the monument 
283,K1,s,s-K1,f,yeah yeah i've done that 
284,K1,n,n-K1,f,i i'm at the finish now 
285,K2,n,n-K2,g,are you sure right that you've went up oh right and you've we-- you've gone up towards east lake and then turned then went to your right just followed the curve round east lake t-- 
285,K1,s,s-K1,f,i've not done that yet 
286,K2,n,n-K2,g,see where east lake is 
287,K1,n,n-K1,f,you didn't say that 
286,K1,o,o-K1,f,yeah 
288,K1,n,n-K1,f,i'm at the i'm at the bottom left of east lake now 
288,o,s,s-o,f,right 
289,A1,n,n-A1,f,and so i curve round 
290,K2,n,n-K2,g,are you talking about the very bottom 
290,K2,s,s-K2,g,you talking about the bottom right 
290,K1,s,s-K1,f,the bottom left 
291,K2,n,n-K2,g,you've just reached there 
291,K1,s,s-K1,f,yeah 
292,A2,n,n-A2,g,but you're supposed to curve underneath there to about halfway you're meant to like sort draw a line following that line to about halfway and then go down round past the monument past your golf course i think as well 
293,A2,n,n-A2,g,maybe you go round your golf course 
293,o,s,s-o,f,well 
293,ch,s,s-ch,f,i've already gone round it 
293,o,s,s-o,g,right 
293,o,s,s-o,f,in one direction 
294,K2,n,n-K2,f,do you mean i have to go back round it 
294,K1,s,s-K1,g,no no 
295,K1,n,n-K1,g,that's the finish 
296,o,n,n-o,g,right see at the the bottom left of east lake 
296,o,s,s-o,f,that's the finish 
296,K1,s,s-K1,g,that's finish point 
296,o,s,s-o,f,right 
297,o,n,n-o,g,eh well 
297,K1,s,s-K1,g,just a centimetre past it right to your left 
297,o,s,s-o,f,right 
298,K1,n,n-K1,f,so i'd ha-- i'd have to go up between the golf course and the nuclear test site 
298,o,s,s-o,g,right that's finish point so 
299,A2,n,n-A2,g,the line should be between that then 
300,K2,n,n-K2,f,between the golf course and the nuclear test site 
300,K1,s,s-K1,g,it's the golf course right it's underneath east lake and it's eh northwest from the monument 
300,o,s,s-o,f,yeah 
300,o,s,s-o,f,yeah mmhmm 
301,K2,n,n-K2,g,so have you gone round it as in have you gone round it on the right-hand side 
301,ch,s,s-ch,f,the left-hand side 
302,K2,n,n-K2,f,so i've i've to go round it on the right-hand side 
302,K1,s,s-K1,g,uh-huh 
303,A2,n,n-A2,g,you've you come to the monument and you go round it the golf course trace 
304,K2,n,n-K2,f,i so i've just i've just to pass the left-hand side of the nuclear test site 
304,K1,s,s-K1,g,mmhmm mmhmm 
304,o,s,s-o,f,right okay no 
305,K2,n,n-K2,g,have you got a nuclear test site 
306,K1,n,n-K1,f,but i-- you told me it was just below ea-- east lake 
307,K1,n,n-K1,g,it is 
307,K1,s,s-K1,g,but it's on the right-hand side on the right-hand but exactly under the right-hand side of east lake 
307,o,s,s-o,f,yes okay 
308,A1,n,n-A1,f,i'm just going up to the right-hand side of the golf course okay now 
309,A2,n,n-A2,g,so you must like have to trace round it then 
309,A1,s,s-A1,f,yeah okay 
310,A2,n,n-A2,g,i take it on the right-hand side so it's between it 
311,K2,n,n-K2,f,so that's me on the right-hand side of east lake now about a centimetre in from the le-- so-- from the right sorry 
311,o,s,s-o,g,eh 
312,K2,n,n-K2,f,so i go left now i take it 
313,A2,n,n-A2,g,so then you just just just just trace underneath the curve to the finish 
313,A1,s,s-A1,f,right 
314,K2,n,n-K2,f,one centimetre to the left 
314,K1,s,s-K1,g,uh-huh yeah 
315,K1,n,n-K1,g,right that's the ve-- the finish point 
316,K2,n,n-K2,g,of have you traced under the east lake 
315,o,o,o-o,f,that's the finish 
316,K1,n,n-K1,f,yeah 
317,K2,n,n-K2,f,so that's us finished 
317,K1,s,s-K1,g,i think so 
317,o,s,s-o,f,right 
